sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
36614	YALI1_A19965g	92	42	149	0	0	0
10008	YALI1_B30066g	91	65	196	1	0	0
44645	YALI1_E07306g	634	842	1058	888	1532	978
38593	YALI1_C19885g	210	239	400	0	0	6
26747	YALI1_C21516g	381	352	502	0	0	2
23937	YALI1_A00447g	96	187	288	2	0	3
10257	YALI1_C06548g	98	268	415	0	1	6
7972	YALI1_F39885g	499	487	977	0	0	0
35861	YALI1_A01143g	602	632	1342	121	370	367
41158	YALI1_E18895g	523	387	388	0	0	0
43092	YALI1_F25444g	136	382	316	0	0	0
13882	YALI1_B25360g	418	101	517	2	0	0
27855	YALI1_D17543g	346	274	701	0	0	37
8142	YALI1_A04341g	381	315	485	113	0	17
35020	YALI1_D00040g	70	305	438	304	1254	830
32502	YALI1_A18219g	327	400	660	1504	1534	1063
39006	YALI1_C32119g	363	426	521	0	0	0
11758	YALI1_D13816g	306	637	689	0	0	1
27641	YALI1_D12252g	182	232	807	11	5	25
45077	YALI1_E18539g	669	554	1001	0	0	0
6404	YALI1_E41699g	145	195	163	368	921	475
23263	YALI1_F26620g	306	226	1126	23	90	53
43951	YALI1_D24892g	560	896	1675	538	492	312
7681	YALI1_F32901g	413	493	475	1917	1572	1056
16855	YALI1_E05731g	1052	1359	3127	9	39	33
18697	YALI1_F10900g	843	743	905	2	1	0
8607	YALI1_A15978g	283	293	374	1	47	2
31860	YALI1_A02335g	217	425	420	0	0	0
1503	YALI1_B12451g	318	87	175	167	316	148
16624	YALI1_D36122g	164	436	388	2	4	4
29419	YALI1_E22576g	398	454	961	56	134	113
38984	YALI1_C31510g	213	343	561	0	5	23
41289	YALI1_E21799g	640	1166	1294	14	11	26
15934	YALI1_D17030g	866	1468	1374	1	0	2
21247	YALI1_E17815g	160	277	273	1	9	31
6793	YALI1_F10839g	491	216	357	17	23	63
35499	YALI1_D12342g	98	46	114	0	0	17
983	YALI1_A21620g	245	404	659	0	1	4
4452	YALI1_D28242g	603	831	768	0	0	0
10239	YALI1_C06106g	422	452	548	22	118	30
2777	YALI1_C17187g	241	378	533	3	0	2
19656	YALI1_F34610g	491	683	1585	2	0	2
6785	YALI1_F10660g	424	370	678	1	0	1
35336	YALI1_D08440g	224	364	326	0	5	29
38578	YALI1_C19450g	53	274	221	0	71	141
35774	Nontargeting	501	427	614	879	1451	1134
3422	YALI1_D01456g	326	306	250	0	0	1
13962	YALI1_B27588g	560	687	1216	160	258	184
40217	YALI1_D30230g	246	795	835	976	1816	1298
24309	YALI1_A09626g	595	986	1037	58	139	120
30182	YALI1_E40972g	515	594	767	19	42	46
21222	YALI1_E17201g	832	535	1760	11	61	42
8684	YALI1_A17724g	305	804	1038	0	1	8
334	YALI1_A05491g	100	196	175	0	0	0
38224	YALI1_C09923g	448	340	745	0	9	13
25035	YALI1_B05404g	235	293	803	5	0	1
13041	YALI1_B02833g	108	160	375	0	17	5
24152	YALI1_A05869g	116	484	530	35	77	53
7920	YALI1_F38670g	254	321	495	0	1	0
27591	YALI1_D11091g	318	395	859	78	129	117
42123	YALI1_F00399g	226	307	477	677	825	493
23659	YALI1_F36552g	121	81	152	418	515	288
14831	YALI1_C20901g	143	240	278	220	137	148
37692	YALI1_B25593g	242	407	435	3	5	13
13820	YALI1_B23554g	494	448	752	20	68	28
14071	YALI1_B30382g	1033	235	644	50	49	40
43424	YALI1_F33791g	364	204	376	0	0	0
43158	YALI1_F27141g	350	293	460	0	2	0
32979	YALI1_B07652g	408	450	867	5	0	45
22173	YALI1_E40076g	191	275	389	313	189	203
39280	YALI1_D05736g	559	606	537	4	1	16
38602	YALI1_C20023g	265	918	1171	0	0	0
27770	YALI1_D15458g	324	366	567	0	0	0
3829	YALI1_D11984g	326	92	365	0	0	0
13601	YALI1_B18069g	42	114	176	0	0	0
35384	YALI1_D09504g	183	184	195	0	0	0
36336	YALI1_A13148g	163	604	1137	10	14	10
8390	YALI1_A10448g	284	245	356	3	0	6
29970	YALI1_E35815g	262	363	974	2	0	1
4456	YALI1_D28354g	451	710	1028	2	0	1
35854	YALI1_A00911g	475	592	551	0	3	1
13796	YALI1_B22883g	143	202	459	217	747	553
44474	YALI1_E02996g	78	124	176	0	0	0
32532	YALI1_A18897g	245	156	468	0	0	0
6807	YALI1_F11093g	201	367	486	1	0	0
22388	YALI1_F04345g	140	144	362	0	0	0
9080	YALI1_B05226g	352	437	415	86	204	212
35180	YALI1_D04261g	67	92	723	168	232	294
30257	YALI1_F01614g	188	247	679	245	778	675
8311	YALI1_A08424g	505	719	1012	12	0	1
911	YALI1_A19965g	189	293	177	0	1	0
9053	YALI1_B04577g	443	211	391	2	0	1
37483	YALI1_B20094g	354	435	189	143	259	81
39457	YALI1_D10160g	172	769	362	0	0	1
7352	YALI1_F24486g	281	539	883	1	0	0
44941	YALI1_E15274g	127	460	294	0	0	0
12329	YALI1_A07557g	121	73	71	0	0	0
26791	YALI1_C23150g	381	674	718	13	0	5
10780	YALI1_C20597g	257	348	592	0	0	0
3262	YALI1_C30946g	395	472	226	0	1	0
1303	YALI1_B07094g	1207	609	1019	17	25	20
15719	YALI1_D11686g	109	109	183	2	0	1
8786	YALI1_A20408g	266	378	743	1	0	0
24176	YALI1_A06384g	459	265	796	151	348	317
35794	Nontargeting	663	577	715	1222	2364	2016
12554	YALI1_A13637g	431	390	441	1	0	0
21224	YALI1_E17243g	278	262	453	1	0	0
23225	YALI1_F25614g	65	231	131	10	0	39
35959	YALI1_A03549g	387	488	463	10	2	11
23968	YALI1_A01267g	23	151	199	0	0	0
2341	YALI1_C04925g	798	789	938	648	1334	662
40753	YALI1_E08211g	75	350	583	2	0	0
47538	YALI1_F38386g	266	249	245	0	0	0
12219	YALI1_A05091g	291	602	666	3	1	2
36845	YALI1_B02874g	287	378	363	0	0	0
31730	YALI1_F38859g	464	614	1031	0	2	0
26201	YALI1_C06459g	408	549	1163	387	436	402
1977	YALI1_B25313g	148	49	133	0	0	0
42033	YALI1_E39618g	220	86	109	3	0	0
11213	YALI1_C33471g	206	188	203	1241	1792	772
36667	YALI1_A21175g	78	338	439	0	0	6
17878	YALI1_E31186g	55	123	131	0	0	1
17889	YALI1_E31498g	712	601	1197	0	0	3
10123	YALI1_C02904g	307	97	136	1	2	4
44986	YALI1_E16359g	212	357	453	0	0	0
4433	YALI1_D27765g	150	267	347	2	18	12
2980	YALI1_C22944g	117	61	34	1	0	0
44814	YALI1_E12159g	278	701	434	1	0	2
26880	YALI1_C25576g	233	289	416	0	0	1
10026	YALI1_C00107g	258	223	187	474	1215	834
46745	YALI1_F17949g	149	129	291	0	0	0
25003	YALI1_B04589g	207	253	599	68	47	26
25881	YALI1_B28053g	257	237	589	40	71	30
31623	YALI1_F36204g	728	422	562	10	1	82
34387	YALI1_C16080g	229	407	474	0	0	0
6640	YALI1_F06858g	356	297	523	0	10	2
30653	YALI1_F12089g	109	188	426	27	64	25
29686	YALI1_E28736g	151	381	692	2	24	24
44029	YALI1_D26765g	194	178	350	126	276	216
12403	YALI1_A09522g	292	598	419	1	0	0
19825	YALI1_F38776g	127	142	559	1	1	2
39677	YALI1_D15622g	715	973	1912	1	0	3
21127	YALI1_E14967g	11	97	38	3	1	5
10808	YALI1_C21722g	376	325	496	3	0	2
1810	YALI1_B20777g	242	290	609	31	51	72
12964	YALI1_B01065g	173	178	560	0	0	1
3305	YALI1_C32156g	321	197	275	3	6	6
43151	YALI1_F26967g	92	71	125	0	0	0
42354	YALI1_F07150g	325	223	255	0	0	0
7411	YALI1_F25924g	726	560	1234	0	7	0
17928	YALI1_E32396g	204	291	472	11	28	9
13151	YALI1_B05782g	462	541	783	0	0	4
15	Nontargeting	1298	1671	1806	3372	5130	3519
37341	YALI1_B16194g	402	410	768	2	15	11
27567	YALI1_D10495g	469	336	901	0	0	0
28042	YALI1_D22636g	168	349	642	1	0	2
5074	YALI1_E08915g	277	238	548	49	192	47
28444	YALI1_D33978g	356	286	298	0	0	2
35415	YALI1_D10264g	146	347	327	0	0	0
21710	YALI1_E28648g	97	299	575	277	452	443
475	YALI1_A08828g	201	392	444	0	2	0
15207	YALI1_C32184g	367	563	526	110	263	298
42265	YALI1_F04433g	284	276	244	2	0	1
44923	YALI1_E14805g	340	301	583	0	0	0
20481	YALI1_D34213g	494	1547	1046	107	57	28
23874	Nontargeting	461	483	667	1162	1312	1140
15929	YALI1_D16959g	515	795	1275	0	21	0
44616	YALI1_E06441g	182	137	363	44	55	41
18140	YALI1_E37484g	244	172	509	0	0	0
1415	YALI1_B09994g	94	125	378	0	0	1
40378	YALI1_D34860g	892	1008	909	0	2	1
39811	YALI1_D19008g	354	347	559	0	0	2
7934	YALI1_F38986g	292	127	267	52	56	50
41491	YALI1_E26592g	558	924	1103	57	239	166
43415	YALI1_F33618g	104	80	130	2	2	0
31723	YALI1_F38680g	468	229	525	126	594	279
9533	YALI1_B17441g	474	589	747	1	87	9
42825	YALI1_F18122g	160	136	120	1	0	0
18909	YALI1_F15793g	70	87	454	0	30	25
9444	YALI1_B14993g	170	529	679	0	0	0
26127	YALI1_C04436g	108	293	380	2	3	4
46263	YALI1_F06578g	899	1218	808	5	141	71
1455	YALI1_B11200g	947	1033	922	1	0	3
42007	YALI1_E39057g	396	326	676	1	1	6
27208	YALI1_D00996g	480	312	465	22	210	37
20038	YALI1_D21851t	55	21	15	0	0	0
32280	YALI1_A12929g	131	59	289	178	283	305
28272	YALI1_D28934g	436	504	319	3	0	0
3842	YALI1_D12315g	230	202	337	0	0	0
23012	YALI1_F19938g	258	416	822	0	0	0
3996	YALI1_D16144g	166	26	98	5	2	0
21840	YALI1_E32033g	301	423	1127	0	2	2
21221	YALI1_E17184g	385	408	867	0	9	0
30733	YALI1_F14090g	93	91	174	0	0	5
24354	YALI1_A10934g	259	245	695	0	0	1
9854	YALI1_B25952g	419	173	263	0	0	0
38955	YALI1_C30706g	132	244	185	91	18	52
36282	YALI1_A11622g	208	255	320	8	19	21
2382	YALI1_C06032g	348	227	508	2	3	0
4778	YALI1_E01432g	533	179	275	2	1	0
34638	YALI1_C23021g	37	30	16	0	0	0
4669	YALI1_D34684g	102	194	393	2	0	0
31484	YALI1_F32910g	153	418	463	59	86	47
33290	YALI1_B16068g	344	552	961	284	487	537
37058	YALI1_B08493g	208	219	380	2	13	0
40182	YALI1_D29081g	493	734	615	0	0	1
44363	YALI1_E00318g	263	433	120	0	1	21
45336	YALI1_E24618g	339	308	897	84	50	27
42690	YALI1_F15334g	348	401	104	0	0	0
5520	YALI1_E20279g	70	198	476	0	0	0
27578	YALI1_D10812g	200	447	215	24	78	59
21548	YALI1_E24886g	1350	1390	4243	30	74	127
26437	YALI1_C13522g	380	656	1222	4	0	2
13308	YALI1_B09807g	446	566	463	1	0	6
12785	YALI1_A19195g	206	282	353	7	21	12
25619	YALI1_B20935g	620	996	1557	1	0	0
19941	YALI1_D19108g	539	538	1065	1	1	4
47488	YALI1_F37248g	170	202	252	0	25	38
19885	YALI1_D17620g	196	393	596	0	11	0
41997	YALI1_E38701g	1295	978	918	3740	2465	1510
39655	YALI1_D15030g	309	311	343	0	0	0
795	YALI1_A16938g	257	112	197	1	0	1
20125	YALI1_D24249g	201	425	511	0	1	1
39735	YALI1_D17011g	36	0	162	0	0	0
24847	YALI1_B00578g	328	522	808	2	57	50
31183	YALI1_F25182g	477	577	883	28	133	88
32115	YALI1_A08467g	295	467	1012	1	0	0
11084	YALI1_C30187g	188	205	616	1	0	0
38511	YALI1_C17848g	524	531	627	1	3	0
26702	YALI1_C20032g	235	714	494	2	2	9
6220	YALI1_E37033g	160	146	263	0	0	0
44401	YALI1_E01235g	138	213	240	62	26	28
29771	YALI1_E31005g	375	296	912	6	0	22
2114	YALI1_B29153g	343	359	490	2	10	1
44533	YALI1_E04544g	222	254	558	0	0	0
42180	YALI1_F02289g	271	270	605	2	12	12
39783	YALI1_D18089g	390	648	776	20	8	32
44774	YALI1_E11181g	377	289	345	163	110	173
21270	YALI1_E18378g	279	193	315	0	0	0
18057	YALI1_E35520g	44	140	165	0	0	0
26686	YALI1_C19814g	202	286	272	0	43	27
41972	YALI1_E38142g	259	57	106	2	0	0
22881	YALI1_F16568g	309	252	240	1	0	2
27830	YALI1_D16959g	97	51	199	0	2	2
4142	YALI1_D20257g	190	213	344	0	2	1
9562	YALI1_B18292g	199	171	433	75	19	27
870	YALI1_A18728g	210	253	309	0	0	1
29952	YALI1_E35388g	255	332	380	1	0	1
40744	YALI1_E08021g	193	237	207	0	0	1
25785	YALI1_B25395g	93	273	384	261	1084	1053
20912	YALI1_E09329g	108	158	295	0	0	0
9073	YALI1_B04974g	292	301	246	1	0	2
12667	YALI1_A16264g	57	30	290	0	0	0
7810	YALI1_F35894g	217	313	590	14	39	12
30586	YALI1_F10652g	178	70	599	0	0	0
30301	YALI1_F02942g	163	154	211	1	0	0
46299	YALI1_F07699g	172	331	513	0	0	0
931	YALI1_A20398g	259	345	595	2	0	1
47418	YALI1_F35489g	244	220	384	0	0	4
32329	YALI1_A14141g	234	228	653	1	10	10
26094	YALI1_C03596g	221	298	273	0	0	5
8554	YALI1_A14703g	240	432	634	0	2	0
33125	YALI1_B11625g	515	611	696	3603	3011	1350
44614	YALI1_E06365g	191	50	183	33	4	1
24839	YALI1_B00336g	101	366	502	116	293	206
85	Nontargeting	343	876	834	940	2191	1496
24312	YALI1_A09694g	167	92	324	115	255	189
43498	YALI1_F35603g	726	834	1104	2	0	8
43656	YALI1_F39272g	159	118	211	109	161	159
4693	YALI1_D35334g	147	352	338	0	0	0
19142	YALI1_F21567g	753	836	1431	0	6	0
38175	YALI1_C08298g	206	223	272	55	42	3
10791	YALI1_C21272g	1047	1329	1779	1	0	6
23049	YALI1_F21056g	21	23	38	4	44	41
37052	YALI1_B08263g	333	296	610	18	92	37
24024	YALI1_A02819g	375	397	1076	435	749	347
30289	YALI1_F02545g	377	376	662	0	32	40
11479	YALI1_D07149g	434	772	973	0	0	0
2653	YALI1_C13973g	490	602	856	1	0	0
20968	YALI1_E11048g	75	7	279	0	0	0
35874	YALI1_A01468g	195	843	280	223	253	221
19601	YALI1_F33381g	184	182	635	20	70	50
3234	YALI1_C30287g	428	255	640	50	83	94
37808	YALI1_B28895g	185	264	312	0	22	38
4156	YALI1_D20651g	162	145	531	0	0	3
25723	YALI1_B23603g	99	107	123	0	0	0
10545	YALI1_C15084g	742	561	1414	0	20	2
15997	YALI1_D18566g	101	97	402	1	1	0
37977	YALI1_C03221g	247	483	375	5	23	85
4250	YALI1_D22906g	207	341	409	63	187	263
46188	YALI1_F04264g	219	578	366	0	3	1
30305	YALI1_F03075g	112	222	123	0	0	2
25044	YALI1_B05609g	442	310	406	0	0	1
637	YALI1_A13236g	77	235	414	53	161	138
6603	YALI1_F05695g	170	338	981	433	647	568
43306	YALI1_F31153g	243	495	611	4	0	0
44754	YALI1_E10364g	424	334	258	67	83	77
32990	YALI1_B07864g	474	1225	949	100	158	274
8856	YALI1_A22023g	463	411	871	982	1470	939
47361	YALI1_F34029g	482	603	554	0	0	1
5995	YALI1_E31649g	797	693	908	48	279	62
16440	YALI1_D30850g	256	259	583	489	1334	870
31159	YALI1_F24525g	66	117	138	71	108	93
46742	YALI1_F17907g	114	403	94	0	0	3
29832	YALI1_E32445g	251	177	369	1	1	10
44514	YALI1_E04007g	374	441	844	1	1	3
26749	YALI1_C21578g	244	292	302	0	0	3
23505	YALI1_F32792g	57	163	209	0	0	0
10504	YALI1_C13910g	285	581	1052	44	124	116
35629	YALI1_D15597g	309	598	922	0	2	12
17126	YALI1_E13287g	127	182	286	0	0	2
46521	YALI1_F13039g	134	160	206	128	454	349
3687	YALI1_D08684g	622	393	763	0	2	3
2891	YALI1_C19898g	310	627	572	0	103	2
27092	YALI1_C31830g	443	913	1047	1	0	7
42575	YALI1_F12635g	222	170	473	552	1007	755
28231	YALI1_D27637g	424	870	1036	18	62	23
28451	YALI1_D34090g	1252	1362	1948	10	1	12
43389	YALI1_F33002g	225	200	488	0	0	0
22890	YALI1_F16743g	14	100	37	0	0	0
27235	YALI1_D01780g	252	383	567	1	0	0
969	YALI1_A21311g	875	469	1505	0	0	9
46770	YALI1_F18835g	200	372	374	0	0	44
7288	YALI1_F22940g	235	252	508	1	0	0
37175	YALI1_B11715g	337	441	320	340	148	344
41971	YALI1_E38136g	464	813	599	5	11	6
38959	YALI1_C30795g	110	290	484	49	132	98
38849	YALI1_C28063g	382	388	585	702	972	677
44063	YALI1_D27765g	267	516	465	661	1808	870
25647	YALI1_B21618g	259	419	745	35	52	64
12162	YALI1_A03669g	1739	1833	4466	375	577	438
27451	YALI1_D07696g	442	413	542	0	187	222
6004	YALI1_E31827g	488	319	691	108	333	314
41853	YALI1_E35388g	914	1119	1180	250	728	494
5926	YALI1_E29776g	168	292	146	140	355	274
21021	YALI1_E12421g	492	633	1226	0	13	6
36372	YALI1_A14099g	261	129	382	217	535	468
42074	YALI1_E40744g	1087	517	826	0	0	0
18117	YALI1_E36913g	1049	991	2064	2	0	2
28250	YALI1_D28087g	98	209	45	0	0	0
13870	YALI1_B25062g	234	285	650	0	0	1
5480	YALI1_E19483g	52	86	87	0	0	0
24478	YALI1_A14189g	188	158	126	0	0	0
3037	YALI1_C24531g	422	633	822	0	0	2
18762	YALI1_F12430g	368	373	530	0	0	0
27945	YALI1_D20304g	133	442	933	0	10	52
7864	YALI1_F37400g	351	422	438	0	5	1
13731	YALI1_B21194g	72	95	200	0	0	0
25235	YALI1_B10552g	49	26	119	0	14	4
42054	YALI1_E40274g	324	306	948	2	3	0
18039	YALI1_E35095g	563	825	1383	3	15	3
26597	YALI1_C17537g	202	263	485	0	0	23
1960	YALI1_B24714g	554	323	858	0	0	1
3571	YALI1_D05474g	389	247	427	95	235	220
35061	YALI1_D00995g	61	168	254	215	185	238
4531	YALI1_D30593g	188	280	461	0	0	1
31661	YALI1_F37255g	108	117	413	73	80	80
17637	YALI1_E25400g	403	586	1233	0	1	0
28351	YALI1_D31274g	151	304	796	128	236	207
139	YALI1_A00558g	388	470	372	0	1	2
42639	YALI1_F14168g	215	139	253	43	73	59
9373	YALI1_B13069g	245	300	1335	367	573	548
44848	YALI1_E13011g	433	427	651	0	0	2
14303	YALI1_C06532g	204	87	351	0	0	0
26992	YALI1_C29302g	196	450	538	2	17	3
20845	YALI1_E07354g	1106	861	1058	1	0	1
9566	YALI1_B18375g	306	506	863	89	526	52
7008	YALI1_F15793g	325	407	661	561	887	675
5025	YALI1_E07508g	82	235	124	0	0	0
38782	YALI1_C25581g	192	421	338	94	291	126
11148	YALI1_C31918g	1093	660	1610	1	3	2
30440	YALI1_F06797g	244	206	472	1	0	0
25728	YALI1_B23729g	526	487	833	0	1	0
18698	YALI1_F10928g	754	678	912	0	0	0
16914	YALI1_E07259g	314	318	341	272	726	424
6946	YALI1_F14368g	69	287	451	3	0	0
6414	YALI1_F00229g	173	182	378	0	1	14
27151	YALI1_C33270g	168	309	241	0	0	0
25140	YALI1_B07983g	130	62	156	0	0	0
15532	YALI1_D07257g	243	255	547	0	0	3
35109	YALI1_D02183g	118	202	451	87	311	218
17275	YALI1_E16773g	279	239	608	0	0	0
32446	YALI1_A16832g	28	32	27	22	7	26
17441	YALI1_E20766g	137	283	734	0	0	0
40489	YALI1_E01657g	137	311	353	0	1	1
5026	YALI1_E07522g	153	226	375	0	0	0
8016	YALI1_A01240g	313	267	863	1	0	0
17436	YALI1_E20666g	450	341	581	1	0	2
13914	YALI1_B26377g	304	440	791	3	0	0
9491	YALI1_B16158g	90	97	83	0	0	0
13335	YALI1_B10582g	586	616	1252	3	0	4
25025	YALI1_B05072g	381	433	397	0	0	0
37717	YALI1_B26430g	112	265	609	1	0	0
43110	YALI1_F25852g	68	282	303	0	0	0
10281	YALI1_C07170g	686	981	947	1	7	4
34430	YALI1_C17100g	273	311	863	1	0	1
34865	YALI1_C29676g	139	156	209	0	0	0
27523	YALI1_D09382g	225	236	357	0	71	33
17088	YALI1_E12206g	726	800	1631	246	755	668
46748	YALI1_F17988g	613	529	840	1	19	67
45717	YALI1_E33943g	355	395	445	0	0	0
23028	YALI1_F20426g	86	41	42	0	0	0
45486	YALI1_E28046g	727	384	571	0	0	3
34383	YALI1_C15945g	216	263	684	0	0	8
21449	YALI1_E22697g	167	67	190	1	0	0
24393	YALI1_A11954g	183	80	735	1	0	1
18568	YALI1_F07655g	293	645	728	1	0	0
44391	YALI1_E01019g	213	195	629	21	40	40
46059	YALI1_F00728g	21	23	0	799	192	90
41675	YALI1_E31050g	648	562	927	0	2	0
3256	YALI1_C30795g	507	309	730	28	54	54
30353	YALI1_F04130g	146	346	173	0	2	0
3264	YALI1_C31047g	211	385	988	229	1277	519
20266	YALI1_D27867g	660	789	2122	0	4	3
5223	YALI1_E13223g	409	177	100	0	0	0
25233	YALI1_B10463g	151	306	172	36	37	89
40449	YALI1_E00613g	166	274	304	1	0	0
47437	YALI1_F35836g	453	95	203	13	34	20
44738	YALI1_E09972g	540	0	0	0	0	0
15410	YALI1_D03766g	213	129	350	1	0	0
4603	YALI1_D32958g	294	290	738	3	15	70
33878	YALI1_C01505g	139	258	299	1	18	53
4466	YALI1_D28782g	668	915	1257	4	0	0
26851	YALI1_C24850g	105	129	132	1	0	0
16790	YALI1_E04107g	99	202	241	0	1	0
32129	YALI1_A08787g	283	339	459	70	34	50
25909	YALI1_B28990g	253	261	228	2	1	0
23473	YALI1_F32120g	696	458	1195	0	0	5
15011	YALI1_C26377g	161	326	641	0	0	3
24275	YALI1_A08787g	65	117	186	0	0	0
39957	YALI1_D22997g	338	331	555	7	12	24
22624	YALI1_F10900g	356	439	1122	0	0	0
40394	YALI1_D35258g	702	642	930	10	219	54
46491	YALI1_F12430g	498	559	656	1	0	0
1070	YALI1_B01275g	251	190	537	11	96	121
127	YALI1_A00148g	232	518	1039	0	0	0
7961	YALI1_F39527g	257	99	532	0	42	11
45774	YALI1_E35249g	712	703	1476	0	0	8
22144	YALI1_E39306g	210	307	327	97	163	148
2661	YALI1_C14183g	371	349	588	0	0	0
32260	YALI1_A12356g	49	181	76	0	0	0
48	Nontargeting	156	533	655	543	580	681
15254	YALI1_C33353g	180	153	420	1	0	0
13620	YALI1_B18536g	282	376	569	1	0	2
10305	YALI1_C07758g	155	275	717	15	36	22
13456	YALI1_B14150g	656	448	676	18	25	60
36329	YALI1_A13007g	314	309	456	2013	1131	725
12941	YALI1_B00419g	628	760	643	2	3	4
29666	YALI1_E28170g	62	241	601	0	0	0
31047	YALI1_F21673g	171	216	467	342	535	630
32995	YALI1_B08094g	1445	1063	2869	3811	5911	3134
28440	YALI1_D33901g	394	494	946	2	0	0
6795	YALI1_F10867g	154	235	259	1	0	2
16493	YALI1_D32663g	532	693	1143	23	13	15
4719	YALI1_D35965g	147	90	323	2	5	0
44296	YALI1_D34610g	327	152	208	0	0	2
40311	YALI1_D33168g	250	386	596	1	0	0
40160	YALI1_D28383g	737	316	501	0	254	89
38985	YALI1_C31549g	313	117	298	0	0	0
36650	YALI1_A20849g	405	311	408	4	9	14
39127	YALI1_D01489g	242	613	335	0	1	0
1302	YALI1_B07076g	264	245	477	0	0	1
25386	YALI1_B14844g	497	444	887	136	154	117
40271	YALI1_D32013g	204	206	106	47	141	149
43278	YALI1_F30314g	276	225	241	1	0	1
12864	YALI1_A21156g	333	447	841	0	0	3
11139	YALI1_C31649g	318	379	443	371	608	552
30332	YALI1_F03735g	340	355	528	0	1	0
12032	YALI1_A00309g	324	778	1112	0	0	4
4233	YALI1_D22401g	565	812	1545	0	0	16
19440	YALI1_F29395g	324	429	737	0	0	0
22976	YALI1_F19015g	336	246	265	0	7	0
20023	YALI1_D21501g	129	187	68	0	39	31
30201	YALI1_E41480g	743	377	675	405	1554	985
10700	YALI1_C18750g	535	321	681	0	0	5
18645	YALI1_F09598g	77	253	442	7	18	6
32763	YALI1_B02035g	322	282	315	0	0	10
24508	YALI1_A14882g	576	605	1046	237	320	214
5448	YALI1_E18622g	372	293	450	9	160	17
30856	YALI1_F16600g	166	334	440	0	0	0
30406	YALI1_F05781g	160	347	664	0	0	11
3310	YALI1_C32294g	151	273	680	1	0	0
40593	YALI1_E04143g	273	350	481	0	0	0
25870	YALI1_B27723g	238	96	495	0	0	0
9859	YALI1_B26112g	391	453	1177	8	20	20
13019	YALI1_B02283g	63	175	139	0	1	35
33962	YALI1_C03948g	183	80	183	0	0	0
12524	YALI1_A12868g	178	277	318	62	184	325
25655	YALI1_B21816g	149	111	279	2	2	8
2746	YALI1_C16347g	115	631	516	0	0	0
7212	YALI1_F20788g	1010	466	708	543	1134	719
14417	YALI1_C09773g	350	931	936	4	200	209
43921	YALI1_D24109g	91	104	148	195	207	241
20788	YALI1_E05866g	248	106	341	1	16	4
38645	YALI1_C21487g	148	392	154	121	436	65
29375	YALI1_E21513g	375	368	362	0	24	19
14494	YALI1_C12317g	249	254	495	2	0	0
34574	YALI1_C20429g	366	673	1227	63	141	178
7100	YALI1_F17569g	414	735	822	26	14	42
5648	YALI1_E23325g	200	379	593	0	0	0
39123	YALI1_D01404g	301	490	234	0	0	2
27417	YALI1_D06805g	199	246	292	1	0	1
44963	YALI1_E15835g	191	276	179	18	75	47
34222	YALI1_C11552g	159	166	219	1	0	0
38294	YALI1_C12220g	336	336	476	48	29	48
2491	YALI1_C09133g	671	630	1185	6	0	0
32832	YALI1_B03979g	186	536	349	0	0	0
5976	YALI1_E31174g	111	157	234	0	0	0
18951	YALI1_F16478g	755	721	1228	0	3	2
13875	YALI1_B25187g	325	448	803	0	0	0
26419	YALI1_C13093g	159	381	653	2	1	21
6591	YALI1_F05312g	215	73	359	0	0	0
9658	YALI1_B20589g	201	170	524	1	0	1
5684	YALI1_E24128g	185	405	570	897	563	817
40092	YALI1_D26559g	540	339	1024	733	1506	1260
16669	YALI1_E01163g	739	620	1409	19	27	46
41757	YALI1_E33056g	300	506	278	0	0	0
6321	YALI1_E39395g	378	420	1369	0	0	0
11209	YALI1_C33406g	368	96	180	7	15	18
14821	YALI1_C20463g	203	515	844	2	2	0
3580	YALI1_D05817g	467	462	639	0	0	0
42341	YALI1_F06797g	780	496	530	0	0	0
45394	YALI1_E25955g	252	334	497	96	287	144
39908	YALI1_D21667g	95	214	309	42	20	75
46226	YALI1_F05448g	448	108	28	0	0	7
24590	YALI1_A16809g	375	178	639	0	0	1
300	YALI1_A04715g	274	243	501	1	0	0
3711	YALI1_D09203g	127	282	325	0	0	0
21964	YALI1_E35067g	484	885	1485	2	0	0
7526	YALI1_F28998g	308	322	483	0	0	0
43576	YALI1_F37559g	268	146	374	0	0	0
45026	YALI1_E17243g	323	325	496	108	295	195
42581	YALI1_F12810g	460	497	335	0	0	0
20362	YALI1_D30685g	216	286	248	0	12	30
35549	YALI1_D13496g	60	0	214	5	52	30
25413	YALI1_B15509g	647	658	1042	1047	1417	1157
29860	YALI1_E33150g	189	174	248	0	0	0
44345	YALI1_D35870g	224	161	115	0	0	0
18351	YALI1_F01405g	238	703	826	0	0	3
28747	YALI1_E05599g	284	433	358	1	0	0
43313	YALI1_F31405g	191	255	221	0	0	1
4526	YALI1_D30482g	160	247	357	301	0	0
1984	YALI1_B25427g	144	471	404	96	246	131
37911	YALI1_C01072g	596	549	1014	9	17	18
18254	YALI1_E40305g	374	530	529	1	0	1
29619	YALI1_E27273g	190	212	390	0	0	1
25852	YALI1_B27360g	245	357	625	1	0	1
30556	YALI1_F09803g	288	477	950	8	112	73
16537	YALI1_D33879g	248	354	522	429	1145	874
30726	YALI1_F13793g	311	228	365	180	210	177
29053	YALI1_E13848g	366	332	592	37	85	30
